ID,English,Others,Japanese
ghostpos101,R Cowgirl,R Cowgirl,逆CG
ghostpos102,Double Pen,Double Pen,二穴同時挿入
ghostpos111,Boobjob,Boobjob,おっぱいコキ
ghostpos112,Stand Doggy,Stand Doggy,後ろに立つ
ghostpos113,Cowgirl,Cowgirl,騎乗位
ghostpos121,Fly Blowjob,Fly Blowjob,フェラ
ghostpos122,Milking,Milking,乳搾り
ghostpos131,CG Anal,CG Anal,逆CG
recruitname1,1. Luna,1. Tsukiko,1.つきこ
recruitname2,2. Wendy,2. Kaori,2.かおり
recruitname3,3. Sabrina,3. Sawako,3.さわこ
recruitname4,4. Lust,4. Lust,4.ラシ
recruitname5,5. Nina,5. Nabiki,5.なびき
recruitname6,6. Irene,6. Izumi,6.いずみ
recruitname7,7. Tess Bot,7. Tatsuka Bot,7.たつか
recruitname8,8. Liz,8. Liz,8.リズ
recruitname9,9. Delivery Girls,9. Delivery Girls,9.配達員の女の子
recruitname10,10. Tall Wendy,10. Tall Kaori,10.ダリア
recruitname11,11. Short Wendy,11. Short Kaori,11.まりこ
recruitname12,12. Doll Wendy,12. Doll Kaori,12.じゅんさ
recruitpos11,Regular,Regular,レギュラー1
recruitpos12,RegularN,RegularN,レギュラー2
recruitpos13,Uniform,Uniform,制服1
recruitpos14,UniformN,UniformN,制服2
recruitpos15,Ragged,Ragged,ぼろぼろ1
recruitpos16,RaggedN,RaggedN,ぼろぼろ2
recruitpos17,Lust,Lust,欲望1
recruitpos18,LustN,LustN,欲望2
recruitpos19,Gym,Gym,ジム1
recruitpos110,GymN,GymN,ジム2
recruitpos21,Tshirt,Tshirt,Tシャツ
recruitpos22,Naked Anal,Naked Anal,裸のアナル
recruitpos31,Clothed,Clothed,服を着た
recruitpos32,Naked,Naked,裸
recruitpos41,Regular,Regular,通常
recruitpos51,Clothed,Clothed,服を着た
recruitpos52,Naked,Naked,裸
recruitpos53,Fox Demon,Fox Demon,キツネの悪魔
recruitpos61,Clothed,Clothed,服を着た
recruitpos62,Naked,Naked,裸
recruitpos71,Spooning,Spooning,ポーズ1
recruitpos72,Doggy Anal,Doggy Anal,ポーズ2
recruitpos81,Doggy,Doggy,小犬スタイル
recruitpos82,Doggy Anal N,Doggy Anal N,ポーズ
recruitpos91,Honey BJ,Honey BJ,ハニーBJ
recruitpos92,Honey Ass,Honey Ass,ハニーアス
recruitpos93,Choco BJ,Choco BJ,チョコBJ
recruitpos94,Choco Ass,Choco Ass,チョコアス
recruitpos95,Donut BJ,Donut BJ,ドーナツBJ
recruitpos96,Donut Ass,Donut Ass,ドーナツアス
recruitpos97,Ginger BJ,Ginger BJ,ジンジャーBJ
recruitpos98,Ginger Ass,Ginger Ass,ジンジャーアス
recruitpos99,Butter BJ,Butter BJ,バターBJ
recruitpos910,Butter Ass,Butter Ass,バターアス
recruitpos101,T-Shirt,T-Shirt,Tシャツ
recruitpos102,Naked,Naked,裸
recruitpos103,Red Kat,Red Kat,赤猫1
recruitpos104,Red KatN,Red KatN,赤猫2
npcname1,1. Mac,1. Masuo,1.ますお
npcname2,2. Haunted Doll,2. Fucking Doll,2.お化け人形
npcname3,3. Others,3. Others,3.その他
npcname4,4. Urban Legends,4. Urban Legends,4.都市伝説
npcpose11,Harleen1,Hinata1,ひなた1
npcpose12,Harleen2,Hinata2,ひなた2
npcpose13,Melanie,Momoko,ももこ 
npcpose14,Jennifer,Juko,じゅこ 
npcpose15,Rebecca,Rumia,るみあ
npcpose16,Luna,Tsukiko,つきこ
npcpose17,Tess,Tatsuka,たつか
npcpose18,Stall,Stall,ストール
npcpose19,TessCosplay,TatsuCosplay,たつか2
npcpose110,Judy1,Junsa1,じゅんさ1
npcpose111,Judy2,Junsa2,じゅんさ2
npcpose21,Sex Toy,Sex Toy,おもちゃ
npcpose22,Sabrina,Sawako,さわこ1
npcpose23,SabrinaN,SawakoN,さわこ2
npcpose24,Lust,Lust,ラシ
npcpose31,Ursula,Yumiko,ゆみこ 
npcpose32,Tori,Tomori,ともり 
npcpose33,SexOrgy 1,SexOrgy 1,グループ1
npcpose34,SexOrgy 2,SexOrgy 2,グループ2
npcpose35,SexOrgy 3,SexOrgy 3,グループ3
npcpose36,Faith1,Mariko1,まりこ1
npcpose37,Faith2,Mariko2,まりこ2
npcpose38,Faith3,Mariko3,まりこ3
npcpose39,Faith4,Mariko4,まりこ4
npcpose310,Anya,Anko,あんこ
npcpose41,Legend 1,Legend 1,凡例 1
mapname1,Home,Home,私の家
mapname2,Luna’s,Tsukiko’s,つきこの家
mapname3,Croydon,Tatsuka’s,たつかの家
mapname4,Asylum,Asylum,精神科病院
mapname5,City Streets,City Streets,街の通り
mapname6,University,University,大学
mapname7,Shepherd,Shepherd,志々目の家
mapname8,Mayscape,Apartments,アパート
mapname9,Undecided,Undecided,未定
mapname10,Undecided,Undecided,未定
mapname11,Undecided,Undecided,未定
vtsearchtext,Search,Search,検索
