ID,English,Others,Japanese
tabphotoinfo9,Aunt Dahlia rewarding me with her tight ass for getting good numbers in the test.,Fucking a giant lady's ass as a reward for passing my test. Maybe she only wanted me to fuck her and this exam thing was an excuse.,ダリアおばさんは、私のテストでいい数値を取ったので、締まったお尻でご褒美をあげてくれました。
tabphotoinfo10,We are having a blast tonight. It turned out we both love this song.,Wow! LAGS must love to draw this character like Natoro's artist's love drawing Hitane. She is perfect in almost every picture.,今夜は楽しいです。それは彼女のお気に入りの曲でもあったことがわかりました。
tabphotoinfo11,Aunt gave me job to fuck her everyday in the morning. She offered decent about of money for it. One morning uncle enter the room after listening her moans. But she managed to keep riding it without him noticing a thing.,This image should be removed. LAGS have changed the story from she being my actual aunt to my mom's friend. I won't be staying at her place as the new story.,ダリアおばさんは私に毎朝セックスする仕事を与えてくれました。ある日、私たちは危うく捕まりそうになりました。
tabphotoinfo12,She almost smothered me with her breasts. Never doing her missionary again.,The fuck! Was she trying to kill me? From now I'm gonna fuck her only in doggy position.,彼女とは二度と正常位をすることはありません。前回は彼女が私を窒息させそうになりました。
tabphotoinfo13,Aunt Dahlia almost smothered me last time so I decided to use my actual cock size to fuck her. She sweat profusely during our sex session. Almost fainted. I thought she would handle it with ease.,"Like me Aunt Dalia have essence of the giant. Thus, she is very tall. I wanted to see if she could handle my original dick size so I tried. But turns out it was too much for her. She almost fainted during our session.",ミステリーさまに教えてもらった方法で復讐することにした。彼女は大量の汗をかき、気を失いそうになった。
tabphotoinfo14,We were stuck in the past for quite some time because Regina allowed this girl to use powers of this laptop. I had to fuck Reiko for hours to get it's charge to 50%.,I was stuck in past for long time because Himawari was using our laptop to get a super boost. Now that I hate fucking Reiko it's just even I have limit.,涼子さんがこの女の子に私たちのラップトップを使用してスーパーブーストを取得することを許可していたので、私は過去に立ち往生していました。
tabphotoinfo15,This girl is in my senior class. I don't why everyone is so afraid of her. She has such sweet nature and uhh.... big heart. She is captain of paranormal investigation club. She wants me to join it.,This girl is in my senior class. She invited me to join ghost hunting group. I couldn't help but ask if I could touch her breasts. She said if I become her assistant she can offer me more than that. I agreed and she let me hump her while she was teaching me how to deal with a ghost.,この女の子は私の上級クラスから来ています。なぜ彼女が私を幽霊狩りに誘っているのかわかりません。
tabphotoinfo16,I gonna get a lot of allowance this week. Didn't masturbated for a whole week for this.,Reiko's mom would give me money if I fuck her all day. I haven't masturbated for a week to get more money.,このために一週間待ちました。彼女はこれにたくさんのお小遣いをくれるつもりです。
tabphotoinfo17,"Timmy, you really thought I wouldn't notice you wearing you sister's underwear? That body though. Would love to fuck him if he let me.",I know you are a girl Tatsuka. I'm waiting until LAGS reveals it to me.,たつみくんお姉ちゃんの下着か何か履いてるの? なぜかあなたの体が私を興奮させます。
tabphotoinfo18,My hot assistant lets me fuck her ass. Don't know why she calls anal sex with a weird term... Maybe she is too shy to ask directly.,My assistant let's me fuck her ass before she begins her work. Everyone should have such good assistant.,私の新しいアシスタントは、彼女が何もできないなら、私に彼女のお尻を犯させてください。
tabphotoinfo19,Helping her to draw better animations. Her pussy is so tight. I recall she having a boyfriend but still.,This is the first time Tsukiko was penetrated in the front hole. But LAGS repurpose an image from somewhere.,自分で経験すればもっと上手く描けるようになります。
tabphotoinfo20,Damn it! I shouldn't have bet my tablet. Her lust is insatiable. Even after whole day of pounding she can still go on.,Fuck! I didn't imagine this girl would last this long. Lady Mystery told me about her goblin essence but didn't expect it makes her this horny.,くそー！彼女の飽くなき欲望のせいで、私は賭けでタブレットを落としてしまいました。
tabphotoinfo21,Woohoo! I won a tablet as a bet. Look at it's camera quality. I don't know if I would have won if I haven't had '24x7 sex pills'.,It was not ‘24x7’ sex pills. It was my goblin essence. It makes a human horny almost all of the time.,わーい！ 私は賭けでこのクールなタブレットを勝ち取りました。
tabphotoinfo22,Meow..... Found my twin at Manga Maniacs. I learnt she a manga artist as well. Maybe she could help us with our game.,LAGS drawn a semi-erotic picture for a change.,ニャー...コミックマニアックスで私の双子を見つけました。
tabphotoinfo23,It was a terrible prank Mac. You promised you will wear it. If I end up getting pregnant you have to take responsibility for it.,I'm really stupid! I forget girls never get pregnant in an erotic game or anime unless the writer wants it. I should chill out and enjoy the pounding.,何だよ、ますおくん！ひどいいたずらだ。もし私が妊娠してしまったら、あなたが責任を取るのよ。
tabphotoinfo24,Oh! I had no idea Ruth and Mac fuck each other like this behind my back. No wonder she was trying to send me away.,"Why? LAGS, why? This sprite is from HTA. I would you use it here to make another lewd image.",つまり、ますおくんはれいこさんが話していた恋人です。彼が私を追い出そうとしたのも不思議ではありません。
tabphotoinfo25,Ted bought me this beautiful kimono for new year. It's so adorable.,Too many sex related photo so LAGS made a regular one for a change.,たいちくんが新年に素敵な着物を買ってくれました。とても可愛いです。
tabphotoinfo26,Nnnn... are you done? We need to get Ted to the hospital as soon as possible.,"Oh, yes... It's important that we finish what we started first. It's not like Taichi needs our help or something.",もう終わりですか？今度はたいちくんを病院に連れて行きましょう。
tabphotoinfo27,Ahhhh! Someone please help! My boyfriend is possessed by a ghost.,Ted is possessed by a ghost. I saying it because he would never fuck my pussy if he were sober.,ああ!誰か助けて!私のボーイフレンドは幽霊に取り憑かれています。
tabphotoinfo28,She was never been this comfortable before. Maybe she loves our company.,LAGS created her character for some other game but decided to make her part of this game's universe.,彼女は私たちの会社が大好きのようです。
tabphotoinfo29,Harleen's friend getting her ass fucked for our game. She declined at first but later agreed seeing the money we were offering.,"Oh, yes! This character was going be the first one you fuck in Magic Ring game. Masuo is helping her to pay for her rent.",冬月さんの友人が私たちのゲームを手伝ってくれます。
tabphotoinfo30,"Sorry Mac, for using you like this. But I need so much cum to buy that expensive bag.",Giving you all hint that I have a secret animation with Masuo. Also you can make Taichi fuck me and then sell all the cum in the cum deposit app.,ごめんなさい、ますおくん…でも、あなたの精液を売ってほしいんです。
tabphotoinfo31,Doing K.T.E. with my love Ted. Must suck in all the knowledge he has.,Developer have decided to give me an actual ability where I could get anyone's ability by letting them fuck my ass.,彼は私に仕事に集中させてくれません。
tabphotoinfo32,"Oh, dear! Hang in there, Mac. I'm coming with a cursed dagger.",Look she is back from the dead to suck you dry Masuo. You should be happy.,待ってください！私は呪われた短剣を持って来ています。
tabphotoinfo33,Finally! After months of developing it happened. We launched our first horror game.,Wow! We make a ghost fucking game in a ghost fucking game.,ついにホラーゲームが発売されました。
tabphotoinfo34,What's wrong with Ted? For the first time he is doing my pussy. Wait! He is possessed again. Well I gonna wait until he comes back to his senses like last time.,"A ghost possessed Taichi again to fuck me. Well, as long as it's Taichi or Masuo I'm fine with it.",なんと！たいちくんがまた憑依されてしまいました。
tabphotoinfo35,Come on! Couldn't you guys wait for minute. If a ghost kills me I gonna haunt you two forever.,Damn it! Just when it was my turn this fucking ghost have to begin it's hunt.,さあ、君たちはそれを抑えてくれないか。もし幽霊が私を殺したら、私はあなたたち二人に永遠につきまとうことになるよ。
tabphotoinfo36,Cosplaying as a suckassbee ghost.,Cosplaying with Lust’s costume.,サキュバスのコスプレをしています。
tabphotoinfo37,No! It's not fair! He promised me that role and now Ruth is playing it. I'm not gonna talk to him again.,"Okay, so Reiko is going to play role of Aurora Rose in the zombie game. I thought Mac was going to give me that roles. I guess I have to make him beg for my pussy.",いいえ、れいこさんは彼のショーで主役を演じています。彼とは二度と話すつもりはありません。
tabphotoinfo38,Taking a shower! Thought someone wanna join me.,This the worst photo of me drawn by LAGS.,シャワーを浴びています。誰か参加しませんか?
tabphotoinfo39,"In the ass, again! Haven't you used it two times already. Please,stick in my pussy. I wanna feel good too.",I always forget he only wants to do it in my ass. My pussy is urging for a cock since I left Mac's development team.,お尻で、もう一度!たいちくんお願いします、私のマンコを犯してほしいです。
tabphotoinfo40,It's so lonely down there. I bet someone missing it so much.,My pussy is wide open in this photo. Don't you wanna be inside it Masuo.,そこはとても寂しいです。きっと誰かがとても恋しく思っているでしょう。
tabphotoinfo41,"At Harleen's apartment, enjoying a lovely view from her balcony. Anyone wanna join?",My pussy is waiting to be fucked in Hinata's balcony. I was wondering if anyone is going to show up.,冬月さんのアパートで景色を楽しんでいます。
tabphotoinfo42,I just wanna feel good. Don't go on thinking I forgive you. Now keep filling up my pussy. You will not stop until I say so.,"Listen, the only reason I'm doing this is because LAGS promised me if I let you fuck me he will cast me in another game.",これはあなたを許すという意味ではありません、私はまだあなたに腹を立てています。
tabphotoinfo43,I knew I was worrying for nothing. Mac offered me role of a special force operative. I look great in this uniform. It's little tight around my butt but okay.,Cool! I'm playing role of DLC character of LAGS future zombie survival game.,ますおくんが私にゾンビ番組の特殊工作員の役をオファーしてくれました。
tabphotoinfo44,No! I ripped it from back. I should have been more careful. Mac's gonna be so mad. I'm wearing it without his permission.,Fuck! I ripped it from the back. Now Masuo's gonna rip my ass apart. I borrowed it without his permission.,なんてこった！ お尻の周りを引き裂いてしまった。ますおくんにとても怒られるだろう。
tabphotoinfo45,We were force to record sex scenes until a new uniform is delivered. I could tell Mac was upset. He was being rough the entire time.,"Masuo, I'm sorry for ripping this uniform but ripping my pussy like that won't solve it. We still have scenes to shoot remember.",私のミスのせいでセックスシーンを早めに録画しなければならなかった。
noteankoletter,"Sir,                                                                                              We have given away one of the twin for adoption. A wealthy family donated 50000 coins to adopt her. I tried to reach you earlier and they were in a hurry so I did what I thought was best at the moment. This money could be used towards our research. I have taken the address in case you need to contact that family.                                                                              Address:-                                                                 234, Skyline Apartments, North Avenue,                                              Sunflower City.","Sir,                                                                                             A wealthy family have adopted Ayame. They haved donated 50000 coins to our organization and promise to adopt Akahana too. I tried reaching you regarding this but you were busy. This money could be used for our future researchs. I have noted their address in case you wanna find that family.                                                                               Address:-                                                                 234, Skyline Apartments, North Avenue,                                              Sunflower City.",お客様、      私たちは双子のうちの1人を譲ります。彼女は裕福な家族に養子にされました。彼らは私たちの組織に50000コインを寄付しました。私はそれが私たちの研究に役立つと思いました、そして私は正しかったと思いました。彼らに連絡したい場合は、私は受け取りました 彼らの住所。
collectlunatablet,Luna’s Tablet Collected,Tsukiko’s Tablet Collected,つきこのタブレットを集めました
movieshcetitle,MOVIE SCHEDULE,MOVIE SCHEDULE,映画リスト
movititle,Title,Title,タイトル
movyear,Year,Year,
movprofi,Our Cut,Our Cut,
movienotes,1) I Will Fuck You In Past        2015                 500                           2) University Brawl                  2015                   3k                                3) Big Red Riding (Remake)   2016                 19k                       4) 50 Anal Sex Position           2016                   6k            5) 50 Days Anal Sex               2016                 14k     6) Underflow The Movie          2017                 17k                             7) One Guy Left                      2018                    -                                                               8) Attack of Lewd Zombies     2018                   -           9) Descend Into Nightmare     2019                   -,1) Reiko Fucked in Past          2015                 500                           2) Reiko Fucked in College     2015                   3k                                3) Reiko Fucked in a Hoody   2016                 19k                       4) Junsa Fucked Everywhere 2016                   6k            5) Junsa Fucked On Bed        2016                 14k     6) Azusa Fucked In Class      2017                 17k                             7) Magic Ring In A Nutshell    2018                    -                                                               8) Survive Alternate Game     2018                   -           9) Dark Story Lewd Game     2019                   -,1)私は過去にあなたをファックします                       2)大学の喧嘩                          3)ビッグディックライダーレッドフッド                                  4)50のアナルセックス体位                                                              5)50日間のアナルセックス                                               6)ムービーをアンダーフローする                                                      7) 一人残った                                                 8)30日間のメイド
rosesafecodname,Code to Rose's Safe,Code to Akahana’s safe,あかはなの金庫への暗号
fiftymoviename,50 Days Anal Sex,Watch Me Fuck Her For 50 Days,50日間のアナルセックス
firtymovieother1,One day...,One boring day...,ある日...
fiftymovie1,Mike: What a wonderful day! I'm glad I left work early.,Masaru: Ahhh! It's a perfect day to fuck an ass.,まさる:なんて素晴らしい日でしょう！仕事を早く終えてよかったです。
fiftymovie2,"Mike: The gust of wind brushing of my face, the birds chirping and a couple having fun together. What the....!",Masaru: Now where is that girl? She said she will be here in 15 minutes. I will ask that couple over there.,まさる:顔をなでる突風、鳥のさえずり、カップルの夫婦の会話、なんてことだ！
fiftymovie3,Mike: Damn! From here I can tell that is one unfucked ass. I wanna fuck her right here and now. Let's try my luck.,Masaru: What the...! Look at the stunning ass! Forget about the other girl I'm asking this girl here for anal sex.,まさる:くそー！ここから見ると、誰も彼女のお尻を犯したことがないことがわかります。私がそれをする人になりたいです。
fiftymovie4,"Mike: Excuse me, you have an amazing ass! I could tell no ever fucked it.","Masaru: Excuse me, I'm really horny today and the girl I hire didn't show up.",まさる:すみません、あなたは素敵なお尻をしています。誰もそれを犯したことがないことは知っています。
fiftymovie5,Mike: Can I take your anal virginity? I'll give you 2000 coins if let me fuck your ass for an hour.,Masaru: Will you let me fuck your ass for an hour for 2000 coins?,まさる:私が最初にあなたのお尻をファックする人になってもいいですか？1 時間で 2000 コイン差し上げます。
fiftymovie6,"Judith: Mister, it's very wrong to ask  married woman sleep with you. I can't ever think of letting another man inside of me.","Juriri: Mister, it's very wrong to ask  married woman sleep with you and my ass is sore from too much butt sex in a poker game.",じゅりり:ミスター、たとえあなたがどんなに興奮していても、人妻にセックスを求めるのは非常に間違っています。
fiftymovie7,Judith: I'm sorry to disappoint you... but I decline your offer.,"Juriri: As much as I would love to, I decline...",じゅりり:あなたを失望させて申し訳ありません...しかし私はあなたの申し出を断りました。
fiftymovie8,Husband: But I do...,"Masao: But, why?",夫：でも受け入れます！
fiftymovie9,Husband: You can fuck my wife’s ass if you make it 3000.,Masao: Let my other version rail your ass.,夫：3000くれたら彼女のお尻を犯してもいいよ。
fiftymovie10,Judith: Darling....,Juriri: Sweetie...,じゅりり:ダーリン...
fiftymovie11,Husband: Honey! We will get my 3 months worth of salary if you let this man fuck you for an hour.,Masao: Come on! We only have a day to make this movie. Take of your cloths. We will begin here.,夫：ハニー!この男に 1 時間セックスさせてくれたら、3 か月分の給料がもらえます。
fiftymovie12,Husband: I'm sure he will be done in 10 minutes. After that we will be sitting at fancy restaurant eating best meals.,Juriri: What! You must be kidding me? What if someone I know sees me.,夫：実際には1時間もかからないと思います。10分で終わるでしょう。
fiftymovie13,"Husband: Please, do it for the family. We may not get such offer again. Take off your cloths. I will hold on to them until you come back.",Masao: You worry too much. We will save money by not renting a room if we shoot all scenes here. There is no one here to see us.,夫：お願いします。毎日そのようなオファーは受けられません。服を脱いでください。ここでは、私がお手伝いします。
fiftymovie14,"Judith: Gah! Stop! Let me think.... A-alright, I’m ready.",Juriri: No! Let's get ourselves a room first.,じゅりり:ガー！やめて！考えさせてください.... ああ、分かった、準備はできた。
fiftymovie15,Mike: Huh! You look stressed. Don't worry... After first few minutes you will get used to it.,Masaru: Oh! I bet you can't wait to get that thing in your ass. Look how you are holding it.,まさる:私のサイズを見るのが怖いですか？すぐに慣れるので心配しないでください。
fiftymovie16,"Mike: You can get her back after 60 minutes, unless you accept my offer.","Masaru: Alright, Junsa! We gotta fuck for 60 minutes and record it.",まさる:あなたが私の提案を受け入れない限り、彼女は1時間以内に自由になります。
fiftymovie17,Husband: Hmm.... I need some time. You guys begin I will let you know what I have decided.,Masaru: Is this size good enough? I could make it even bigger if you want.,夫：考える時間が必要です。楽しいことを始めましょう。
fiftymovie18,Judith: Honey... what offer are you-,Juriri: Don't make it any bigger...,じゅりり:考える時間が必要です。楽しんでください。
fiftymovie19,"Judith: Ahhh! You are being too rough. Please slow down. At this rate, you will break my ass.",Juriri: Ahhh! Please! My ass gets healed from previous pounding making it feel like first time.,じゅりり:ああ、初めてにしては乱暴すぎる、このままでは壊れてしまう。
fiftymovie20,Mike: No can do. I've already wasted 5 minutes of my hour. Besides you have done well so far.,Masaru: I know that. That's why you are always tight any time I fuck you. I love your ass.,まさる:1時間しかありません。あなたと一緒に過ごすすべての時間を楽しみたいです。
fiftymovie21,Judith: At least let me take off my cloths. I don't want it to get stained with cum.,"Juriri: Please, don't cum all over my back. I love this dress so much.",じゅりり:せめて服を脱がせてください、汚したくないのです。
fiftymovie22,Mike: Don't worry! I will buy you a new one if I end up ruining it. Let me focus on fucking your sweet ass harder.,Masaru: Please! I wanna love to see your back all covered with my cum. It feels great to see you like that.,まさる:もしダメにしてしまったら、新しいものを買ってあげるよ。でも今は集中させてほしい。
fiftymovie23,"Mike: Fuck! I’m cumming! Open your ass wide, I wanna see your butt covered in cum.",Masaru: Alright! I'm gonna cum! Sorry in advance for your dress...,まさる:ファック!私はカミング!お尻を大きく開いてください。
fiftymovie24,Judith: Gah! Just cum inside. I don’t want you to stain my dress..,Juriri: Gah! You are so mean! You have to buy me a new one now.,じゅりり:んんん…中に中出ししてください。私のドレスを台無しにしてしまいます。
fiftymovie25,"Mike: Well then, outside it is.",Masaru: Sure! We will go shopping soon...,まさる:そうですね...外にあります。
fiftymovie26,"Judith: You are very bad, mister. You stained my dress on purpose. On top of that you fucked me for extra 10 minutes.",Juriri: I have given birth to my first baby in this dress. My boyfriend and I had to give her to an orphanage.,じゅりり:あなたはとても意地悪です、ミスター。あなたは私のドレスにわざと中出ししました。その上、あなたはさらに10分間私を犯しました。
fiftymovie27,Judith: I can't go on date with my husband with this dress. Here you can have it. Have a good day mister!,"Juriri: Masuo, do you think Ryoko hold a grudge against me for abandoning her?",じゅりり:これではデートに行けない。ほら…ドレスを持って行って。良い一日を！
fiftymovie28,Mike: Wait! Where do you think you are going? Come here! I'm not done with you.,Masaru: I'm not sure but she asked me to be gentle with you. Anyway focus on your role.,まさる:いやいや。 あなたはどこにも行かない、私はまだあなたと終わっていない。
fiftymovie29,"Judith: What! Why did you put it back in? We had a deal for only an hour. Let me go! Honey, help me!",Juriri: Well... you are right! Ahh... please daddy fuck me harder... Make me your cum dumpster.,じゅりり:ああ!なぜ私の中に戻したのですか?私たちは一時間だけの取引をしただけです。行かせてください!ハニー、助けて!
fiftymovie30,Mike: He has already left. He sold your ass to me. Look at this message. Your ass is mine for next 50 days.,Masaru: That was little too much. Tone is down a bit. You are not broken yet. Your character still loves your husband.,まさる:あなたの夫は、今後50日間私にあなたの尻を売りました。 このメッセージを見て。
fiftymovie31,Judith: Darling.... Why would you do this to me?,Juriri: I'm sorry! Do we need to do it again?,じゅりり:(あえぎ…)ダーリン…なぜ私にこんなことをするの？
fiftymess1,If you let me fuck her for 50 days. I will give you 1 million coins.,Hey! I've finished recording for 'Anal Sex Hour'.  Sent all videos to your email.,50日間彼女とセックスさせてください。100万あげます。
fiftymess2,Deal! Just make her walk on all fours around the city covered in your cum. I will leave her right there.,Change of plans! Fuck her for 50 more days and change the title to '50 Days Anal Sex'. You two do all the roles. Don't hire extras.,いいけど、精液まみれで彼女を街中歩き回らせてください。離婚する前に彼女がどれほどふしだらであるかを見せたいです。
fiftymovie32,Girl: Wel.... Oh my goodness! Mr. Mike it's you! I'm glad I took my colleagues shift. Should I book your favourite room for a night?,Masaru: Fuck! She expects us to do 50 days of recording with without giving us extra money.,女の子：ようこそ!ああ...川村さんあなたです!同僚のシフトを取ってよかったです。お気に入りの部屋が欲しいですか?
fiftymovie33,Girl: And.. I have a favour to ask. I wanna learn sex. Will you fuck me after you are done with your girl?,Juriri: Don't be discouraged sweetie! I will play role of all female character without any extra charges.,女の子：そして…お願いがあるのですが、後でセックスしてくれませんか？
fiftymovie34,Mike: I could but I'll be fucking this girl for next 50 days. Here... book room 69 for 50 days.,"Masaru: Thank you very much, Junsa. You are the best. We will do sex scenes first.",まさる:ごめんなさい、愛さん！でも私は今後 50 日間女性のことで忙しいでしょう。
fiftymovie35,Girl: For 50 days! Wow! This girl is lucky to be fucked by you for those many days. Wait... I know her.,Masaru: Then we will record some scenes with receptionist girl and other characters.,女の子：50日間！ 彼女は幸運な女の子です。 待ってください...私は彼女を知っています。
fiftymovie36,Girl: Mrs. Shepherd! Why are you here? You'd be last women I would see with Mr. Mike. Are you and Mr. Shepherd separated?,Juriri: It's funny that you fucked me more than you fucked my daughter. She must be really jealous of me right now.,女の子：志々目さん!ここで何をしているの?あなたは私がそんなことをすると予想していた最後の女性です。
fiftymovie37,"Judith: It's a complicated story. This mister here actually, umm.....","Masaru: Well, I plan to make a movie based on her manga.",じゅりり:それは複雑な話です...私は実際に...
fiftymovie38,Mike: Her husband sold her ass to me for a million coins and you know how much I love an untouched ass.,Juriri: Do you mean 'Underflow'? Oh... I would love it if you fuck both of us at the same time like in that manga.,まさる:私が彼女の犯されていないお尻をどれだけ愛しているか知っていますか、私は彼女のものを100万で手に入れました。
fiftymovie39,"Girl: Well, my ass is untouched too... And you don't have to spend a million coins for it.",Masaru: Umm.. I'm casting both of my room mates in this movie.,女の子：まあ、私のお尻も犯されていません。そして...それに100万を支払う必要はありません。
fiftymovie40,"Mike: Huh! Oh, right... I have never observed your ass before. Damn! I have already spent a million on her. I have to wait.",Juriri: Oww..... I was really excited to work in that movie. Shame I only get to watch it instead of participating.,まさる:くそー！もう彼女のために使ってしまった。 次回まで待っています。
fiftymovie41,Girl: No problem Mr. Mike! I will wait for 50 more days. Well... here are keys to your room. Have great time you two!,Masuru: I'm really sorry but it was her request to cast Akahana as her friend in that movie.,女の子：問題ありません。これがあなたの部屋の鍵です。二人で楽しんで。
fiftymovie42,"Judith: Honey, you finally picked up my call. It's been five days. He is fucking my ass relentlessly. Why did you do that?","Azusa: Mom, you are with my boyfriend again? Gosh Mom, don't give me an excuse about movies. You just want his cock.",じゅりり:ハニー、もう5日経ちます。彼は執拗に私を犯しています。なぜ私にこんなことをしたのですか？
fiftymovie43,"Husband: Well, our neighbour told me you love get your ass fucked. I thought why not make money off it while you are at it.","Junsa: Azusa! H-how did you find out? I didn't tell anybody about this. Masuo, honey! Did you tell her?",夫：なぜそれについてうめき声を上げているのですか？隣人にセックスさせてお金をもらったんじゃないのですか？
fiftymovie44,Judith: What do you mean? Why would our neighbour would say such thing about me?,Azusa: No. My secret sister did. She told me you are in bed with my boyfriend again.,じゅりり:どういう意味ですか？なぜ隣の人がそんなことを言ったのか分かりませんが、それは嘘です。
fiftymovie45,"Husband: Come on! Drop the act. He has sent me picture of you having anal sex with him. Here, tell me isn't that you?","Junsa: Calm down, honey. Before you were even born he was my boyfriend first. Even though it was just for a day.",夫：その行為をやめて。彼はあなたが彼とセックスしている写真を私に送ってきました。ほら、それはあなたではありませんか？
fiftymovie46,Judith: How is that possible? Wait... honey!  Couldn't you tell? It's an edited photo. He downloaded this photo and pasted my face over it.,"Azusa: What! Wait... are you trying to steal him from me, your own daughter? If you don't stop, I'm telling dad about this.",じゅりり:どうやってそんなことが可能なのでしょう！待って…ハニー！わかりませんでしたか？この写真は編集されています。彼は私の顔を他の人の体に置きました。
fiftymovie47,Judith: Don't you remember? Even this guy talked about taking my anal virginity and you sold my ass to him.,"Junsa: Oh, that will be wonderful! After the divorce I will move in with you two and have fun everyday.",じゅりり:覚えてないの？この男が私のアナル処女の代金を払ってくれたのよ。
fiftymovie48,Husband: .....! Fuck! Hang in there! I'm coming to your room.,Azusa: ....! Fuck! Don't you dare tell it all yourself...,夫：....!くそー!待ってろ。迎えに行くから。
fiftymovie49,Judith: It's no use. He has taken me somewhere else. He pounded me along the way here keeping my head down. So...,"Junsa: Come on, sweetie! Share your joy with me just for next 45 days. After that I will not bother you guys that much.",じゅりり:無駄だ。彼は私をどこか別の場所に連れて行った。彼は途中で私の頭を下げたまま私を犯し続けた。
fiftymovie50,"Judith: I don't know where we are. Honey, I-","Azusa: Masuo, honey! Don't cast Mom in-",じゅりり:私たちがどこにいるのかわからない...ハニー、私は...
fiftymovie51,"Mike: Hey, put that phone down and focus on moving your hips more.",Junsa: Bye honey! Masuo and I are busy at the moment.,まさる:5 分間は終わりました。腰を動かすことに集中してください。
fiftymess3,Your wife loves to get her ass fucked by me and my son.,See! You are my wife in future. I fuck your ass all day.,私と私の息子は毎日あなたの妻とセックスします。
fiftymovie52,Mike: Wooohhhhh! That was amazing! You rest for a while. The receptionist called me regarding the payment issue.,Juriri: Woooaahhhhh! Look at all this cum flowing out of my ass. I would be pregnant for life if you came in my pussy.,まさる:うわー！すごかったです！しばらく休んでください。支払いの問題について受付係から電話がありました。
fiftymovie53,Judith: (Panting...) I finally get to rest after a long sex session. I thought my ass would be destroyed.,Masaru: Your ass looks so beautiful. Let’s go to reception and record the scene with receptionist girl.,じゅりり:(喘ぎ…)ついに！お尻が壊れるかと思った…
fiftymovie54,"Girl: I'm sorry sir! I pressed cancel instead of submit. It must have interrupted your fun, right.",Jukito: Sir please stop pressing your dick against my ass. If you want pull my pants down first.,女の子：ごめんなさい、前回は間違ってキャンセルを押してしまいました。お楽しみを中断して申し訳ありません。
fiftymovie55,Mike: It's perfectly fine. Jodi... your ass is beautiful. My girl is taking rest for night. I was wondering if you wanna take her place.,Masaru: I'm just checking if my dick could tear through your pants and penetrate your ass. If it was more tight around your butt.,まさる:ここでお尻を犯させてくれた場合のみ許します。
fiftymovie56,Jodi: Here! Okay! Let me lock all the doors to this room first. There we can begin now.,Jukito: It can't be anymore tight. Just pull them down and fuck me like usual.,じゅきと:ここだよ！私たちがやっているところを誰も見ていないことを願っています..
fiftymovie57,Jodi: Oh! Fuck! It’s too big for my tiny ass. Now I know why that girl was moaning so much.,"Jukito: You know, we could have save time by just adding glasses and removing me from background.",じゅきと:クソ、私の小さなお尻には大きすぎます。なぜあなたの部屋の近くであんなに騒がしかったのか分かりました。
fiftymovie58,Mike: It's only been 5 minutes. You will get used to it soon then it will be fun.,"Masaru: Yeah! You are right, but we have to do something for remaining 40 days.",まさる:あなたはよくこのような人の話を盗み聞きしますか？
fiftymovie59,Jodi: Yeah! I hope so. Sir please fuck my other hole when you are done with that girl.,Jukito: Right! Our boss wants 50 days of us having anal sex.,じゅきと:常にではありません。性的なことをするために誰かをここに連れてくる男はあなただけです。
fiftymovie60,Mike: Yeah! I gotta do you in missionary position. Cause looking at your hot ass tempts me to fuck it harder.,Jukito: We only have another day here. After that we need to record rest of scenes outside.,まさる:さて、この後、私は頻繁にあなたを訪問するつもりです。
fiftymovieintermission,"After relentless ass pounding for 20 days, Judith realized her husband is not coming to get her. She was broken and succumbed to her lust for more anal sex. Now, the only thing in her mind is getting her ass railed by this boy she met almost a month ago.",We made love like rabbits for 20 days. It was our last day at the hotel. After this we will have to record everything on street. Hope the boss pays us good money this time.,20日間執拗にお尻をファックし続けた後、じゅりりは夫が迎えに来ないことに気づきました。彼女は失恋し、もっとアナルセックスをしたいという欲望に屈しました。今、彼女が気にしているのは、この男のペニスを自分のお尻に入れることだけです。
fiftymess4,"Sun, 11th July","Sun, 11th July","Sun, 11th July"
fiftymess5,3000 steps reached!!!,500 anal penetration reached!!!,3000歩達成！！！
fiftymess6,Achieved over 300% of your daily goals by taking 9169 steps.,Your ass was penetrated around 883 times. It’s a new world record.,"9,169 歩歩くことで、1 日の目標の 300% 以上を達成しました。"
fiftymess7,My Love,Azusa,私の愛
fiftymess8,"I'm sorry, honey! I lost all the money in gambling. Please let him fuck your ass as much as he wants.","Mom, it's been 25 days. How long you are going to keep my Masuo to you.",ごめんなさい、ハニー！ギャンブルで全財産を失いました。残りの 25 日間、あの男に犯させてください。
fiftymess9,+JP A937 AD39,Ryoko,+JP A937 AD39
fiftymess10,Damn it! It should have been me plowing you right now. I thought your husband would sell your ass to me after my lie. Fuck! It's driving me crazy.,"Hey, ignore Azusa. She is just jealous of you. I’m going to pay you extra for those scenes. Don’t tell Masuo. He will go mad.",たとえあなたが私の古い番号をブロックしたとしても、私は新しい番号を取得します、あなたとセックスするチャンスを待ちます。
fiftymovie61,Judith: It's a message from my husband. He... He wants you to pound my ass for next 25 days.,"Junsa: Oh, it's message from my daughter. She is quite jealous because I slept with you more than she did.",じゅりり:ああ、目が覚めたね！ここで続けましょう。
fiftymovie62,Mike: Huh! I was thinking of letting you go and get half of my money back.,Masuo: Because original is the best compare to a copy.,まさる:いいえ...もう十分セックスしました。もう家に帰ってもいいです。彼に私が渡したお金の半分を返してもらうつもりです。
